organization_id,header#fiscal_year_end_date,State,Zip,County,Paid Attendance In Person,Free Attendance In Person,Total Attendance In Person,COMPLETED_FY,BUDGETSIZE,DISCIPLINE
8222,3/31/2013 0:00,AB,T1L 1H5,,1024,821,1845,2013,3.00,5.00
8879,6/30/2011 0:00,AB,T5J 4B2,,19005,2672,21677,2011,4.00,5.00
9289,6/30/2015 0:00,AB,T2R 1A5,,24016,6636,30652,2015,5.00,5.00
19042,6/30/2015 0:00,AK,99501-1812,Anchorage,4101,385,4486,2015,3.00,5.00
9666,6/30/2014 0:00,AL,35222-2407,Jefferson,2158,0,2158,2014,3.00,5.00
18569,12/31/2014 0:00,AL,35205-7011,Jefferson,0,20000,20000,2014,4.00,6.00
9619,5/31/2013 0:00,AL,36602-2719,Mobile,3000,6500,9500,2013,3.00,5.00
10934,12/31/2015 0:00,AZ,85603-5317,Cochise,300,30,330,2015,1.00,5.00
13048,6/30/2011 0:00,AZ,85602-6620,Cochise,0,500,500,2011,1.00,4.00
16409,5/31/2014 0:00,AZ,85603-2743,Cochise,602,55,657,2014,1.00,2.00
12766,12/31/2015 0:00,AZ,85603-2501,Cochise,2600,870,3470,2015,2.00,1.00
11739,6/30/2015 0:00,AZ,85603-0029,Cochise,350,3500,3850,2015,2.00,6.00
16616,5/31/2015 0:00,AZ,85644-1250,Cochise,12834,125,12959,2015,2.00,5.00
10996,12/31/2012 0:00,AZ,86001-9328,Coconino,0,0,0,2012,1.00,5.00
11715,12/31/2015 0:00,AZ,86004-3807,Coconino,0,0,0,2015,1.00,5.00
15091,6/30/2013 0:00,AZ,86001-1000,Coconino,48,0,48,2013,1.00,2.00
15325,12/31/2012 0:00,AZ,86004-1828,Coconino,0,60,60,2012,1.00,2.00
11995,12/31/2015 0:00,AZ,86004-3712,Coconino,150,0,150,2015,2.00,6.00
13339,6/30/2013 0:00,AZ,86004-3110,Coconino,200,20,220,2013,1.00,5.00
17224,6/30/2015 0:00,AZ,86011-0001,Coconino,0,500,500,2015,1.00,1.00
11079,6/30/2012 0:00,AZ,86002-1871,Coconino,112,394,506,2012,1.00,1.00
14922,12/31/2015 0:00,AZ,86002-3462,Coconino,0,600,600,2015,1.00,3.00
15088,6/30/2015 0:00,AZ,86001-1000,Coconino,590,19,609,2015,1.00,2.00
11882,6/30/2011 0:00,AZ,86001-2515,Coconino,600,25,625,2011,1.00,5.00
11030,6/30/2010 0:00,AZ,86004-2532,Coconino,0,692,692,2010,4.00,2.00
15784,12/31/2013 0:00,AZ,86004-4123,Coconino,960,0,960,2013,1.00,5.00
12790,12/31/2015 0:00,AZ,86001-8147,Coconino,800,200,1000,2015,2.00,4.00
12031,6/30/2015 0:00,AZ,86002-3499,Coconino,88,1000,1088,2015,2.00,3.00
11404,6/30/2015 0:00,AZ,86004-6100,Coconino,0,1137,1137,2015,1.00,4.00
11990,12/31/2015 0:00,AZ,86002-3587,Coconino,1534,113,1647,2015,1.00,5.00
13303,12/31/2015 0:00,AZ,86001-1115,Coconino,1150,550,1700,2015,1.00,5.00
11769,6/30/2015 0:00,AZ,86002-0654,Coconino,1550,300,1850,2015,2.00,5.00
11841,7/31/2015 0:00,AZ,86004-3739,Coconino,0,1900,1900,2015,1.00,5.00
11912,6/30/2015 0:00,AZ,86002-3455,Coconino,1920,20,1940,2015,1.00,5.00
11830,8/31/2015 0:00,AZ,86002-2423,Coconino,0,2000,2000,2015,1.00,5.00
11877,6/30/2011 0:00,AZ,86011-5764,Coconino,2413,0,2413,2011,4.00,1.00
10874,12/31/2015 0:00,AZ,86023-1332,Coconino,350,2350,2700,2015,2.00,5.00
11863,12/31/2013 0:00,AZ,86001-4804,Coconino,2100,800,2900,2013,1.00,1.00
11027,9/30/2015 0:00,AZ,86001-2693,Coconino,1943,1377,3320,2015,2.00,4.00
12062,6/30/2012 0:00,AZ,86004-2650,Coconino,3000,900,3900,2012,1.00,5.00
11901,1/31/2015 0:00,AZ,86002-3366,Coconino,4060,600,4660,2015,2.00,5.00
10970,6/30/2015 0:00,AZ,86004-3110,Coconino,2000,3500,5500,2015,2.00,5.00
10969,6/30/2015 0:00,AZ,86004-1607,Coconino,4762,4000,8762,2015,1.00,5.00
11611,12/31/2015 0:00,AZ,86001-4517,Coconino,9748,933,10681,2015,2.00,5.00
11886,12/31/2015 0:00,AZ,86002-0187,Coconino,8350,2600,10950,2015,2.00,2.00
11854,6/30/2015 0:00,AZ,86002-3801,Coconino,0,11345,11345,2015,1.00,6.00
11972,6/30/2015 0:00,AZ,86001-5263,Coconino,6586,7200,13786,2015,3.00,5.00
12021,12/31/2014 0:00,AZ,86005-8775,Coconino,15000,900,15900,2014,3.00,4.00
11898,12/31/2015 0:00,AZ,86002-2402,Coconino,0,17000,17000,2015,2.00,4.00
11819,6/30/2015 0:00,AZ,86001-5853,Coconino,120,18000,18120,2015,2.00,4.00
19382,6/30/2015 0:00,AZ,86001-1200,Coconino,32565,3000,35565,2015,3.00,4.00
10861,6/30/2015 0:00,AZ,86002-0296,Coconino,4400,32000,36400,2015,3.00,6.00
10978,9/30/2015 0:00,AZ,86001-8348,Coconino,25812,22992,48804,2015,4.00,4.00
11469,6/30/2015 0:00,AZ,86336-4249,Coconino,7473,61039,68512,2015,4.00,4.00
11847,6/30/2011 0:00,AZ,86001-5359,Coconino,0,75000,75000,2011,4.00,4.00
11718,12/31/2014 0:00,AZ,86001-4499,Coconino,78161,8818,86979,2014,6.00,4.00
13013,12/31/2014 0:00,AZ,86002-1637,Coconino,0,504000,504000,2014,2.00,3.00
12749,6/30/2011 0:00,AZ,85541-4485,Gila,650,100,750,2011,1.00,4.00
12907,6/30/2015 0:00,AZ,85548-1022,Graham,3044,40,3084,2015,1.00,6.00
13670,6/30/2011 0:00,AZ,85022-5005,Maricopa,0,0,0,2011,1.00,5.00
11736,6/30/2011 0:00,AZ,85032-6000,Maricopa,0,0,0,2011,3.00,6.00
11883,6/30/2012 0:00,AZ,85064-4065,Maricopa,0,0,0,2012,1.00,6.00
13222,6/30/2011 0:00,AZ,85016-7849,Maricopa,30,0,30,2011,1.00,5.00
12940,6/30/2012 0:00,AZ,85260-9004,Maricopa,64,10,74,2012,1.00,5.00
12143,8/31/2011 0:00,AZ,85016-7849,Maricopa,100,0,100,2011,2.00,6.00
13415,12/31/2011 0:00,AZ,85067-0393,Maricopa,0,120,120,2011,1.00,2.00
13244,12/31/2011 0:00,AZ,85253-1035,Maricopa,0,150,150,2011,1.00,1.00
15179,6/30/2012 0:00,AZ,85340-4102,Maricopa,200,0,200,2012,1.00,6.00
15175,6/30/2015 0:00,AZ,85011-6415,Maricopa,165,50,215,2015,2.00,6.00
10766,12/31/2012 0:00,AZ,85254-2070,Maricopa,130,91,221,2012,1.00,5.00
12370,6/30/2011 0:00,AZ,85282-3680,Maricopa,90,150,240,2011,1.00,5.00
11981,5/31/2015 0:00,AZ,85018-5132,Maricopa,253,45,298,2015,1.00,5.00
18275,6/30/2014 0:00,AZ,85251-1911,Maricopa,300,0,300,2014,1.00,3.00
16600,6/30/2014 0:00,AZ,85007-1800,Maricopa,270,55,325,2014,1.00,5.00
17913,6/30/2015 0:00,AZ,85067-0201,Maricopa,360,40,400,2015,1.00,5.00
17414,6/30/2015 0:00,AZ,85284-2407,Maricopa,463,24,487,2015,1.00,5.00
13352,12/31/2014 0:00,AZ,85254-2417,Maricopa,500,50,550,2014,1.00,5.00
17995,12/31/2014 0:00,AZ,85014-5693,Maricopa,505,56,561,2014,1.00,5.00
18078,2/29/2016 0:00,AZ,85012-1109,Maricopa,493,97,590,2016,1.00,5.00
12893,8/31/2014 0:00,AZ,85067-4464,Maricopa,600,75,675,2014,2.00,5.00
12785,6/30/2014 0:00,AZ,85285-6071,Maricopa,700,0,700,2014,1.00,5.00
18075,8/31/2015 0:00,AZ,85248-3503,Maricopa,750,25,775,2015,1.00,5.00
14804,12/31/2015 0:00,AZ,85267-2613,Maricopa,700,80,780,2015,2.00,6.00
16707,12/31/2014 0:00,AZ,85281-3247,Maricopa,45,750,795,2014,1.00,2.00
12811,6/30/2014 0:00,AZ,85210-7106,Maricopa,893,0,893,2014,1.00,5.00
13367,12/31/2011 0:00,AZ,85067-6874,Maricopa,750,150,900,2011,1.00,5.00
11663,9/30/2015 0:00,AZ,85082-0152,Maricopa,826,79,905,2015,1.00,5.00
16702,6/30/2015 0:00,AZ,85004-1812,Maricopa,450,550,1000,2015,2.00,5.00
11949,9/30/2015 0:00,AZ,85032-5697,Maricopa,450,600,1050,2015,2.00,5.00
13425,6/30/2015 0:00,AZ,85248-9998,Maricopa,150,900,1050,2015,1.00,6.00
11744,7/31/2015 0:00,AZ,85374-5274,Maricopa,480,640,1120,2015,2.00,5.00
11919,6/30/2011 0:00,AZ,85395-2286,Maricopa,0,1200,1200,2011,2.00,6.00
12755,6/30/2015 0:00,AZ,85006-1712,Maricopa,0,1200,1200,2015,2.00,5.00
13067,6/30/2011 0:00,AZ,85282-5917,Maricopa,800,500,1300,2011,1.00,5.00
13372,6/30/2011 0:00,AZ,85032-1210,Maricopa,1400,100,1500,2011,1.00,1.00
11917,12/31/2014 0:00,AZ,85013-3422,Maricopa,0,1500,1500,2014,3.00,6.00
12793,12/31/2015 0:00,AZ,85021-7724,Maricopa,1297,298,1595,2015,1.00,5.00
15688,12/31/2012 0:00,AZ,85251-4447,Maricopa,0,1600,1600,2012,2.00,4.00
14091,6/30/2012 0:00,AZ,85008-3130,Maricopa,1200,400,1600,2012,1.00,5.00
10742,6/30/2016 0:00,AZ,85281-0021,Maricopa,772,882,1654,2016,1.00,5.00
11278,6/30/2015 0:00,AZ,85087-1007,Maricopa,1285,500,1785,2015,2.00,5.00
19473,6/30/2015 0:00,AZ,85323-2349,Maricopa,15,1893,1908,2015,1.00,2.00
13195,12/31/2015 0:00,AZ,85028-6055,Maricopa,20,1935,1955,2015,2.00,3.00
11962,6/30/2011 0:00,AZ,85087-1006,Maricopa,0,2000,2000,2011,1.00,6.00
12763,6/30/2012 0:00,AZ,85358-2078,Maricopa,0,2207,2207,2012,1.00,5.00
13312,6/30/2015 0:00,AZ,85051-1427,Maricopa,1793,680,2473,2015,3.00,3.00
11965,6/30/2013 0:00,AZ,85254-9623,Maricopa,1000,1500,2500,2013,2.00,5.00
12965,12/31/2015 0:00,AZ,85248-7949,Maricopa,2500,200,2700,2015,2.00,5.00
11948,6/30/2015 0:00,AZ,85003-1611,Maricopa,0,2713,2713,2015,4.00,6.00
16543,6/30/2015 0:00,AZ,85087-9998,Maricopa,2557,202,2759,2015,1.00,5.00
14863,6/30/2015 0:00,AZ,85001-0217,Maricopa,1852,920,2772,2015,2.00,5.00
11605,7/31/2015 0:00,AZ,85340-4531,Maricopa,2080,750,2830,2015,1.00,5.00
12764,9/30/2012 0:00,AZ,85046-1789,Maricopa,80,3000,3080,2012,1.00,4.00
11773,6/30/2015 0:00,AZ,85251-5559,Maricopa,3103,0,3103,2015,4.00,3.00
12993,5/31/2015 0:00,AZ,85203-3351,Maricopa,2205,1158,3363,2015,2.00,5.00
17110,8/31/2015 0:00,AZ,85004-2058,Maricopa,3300,75,3375,2015,1.00,5.00
11716,12/31/2011 0:00,AZ,85032-4862,Maricopa,0,3500,3500,2011,1.00,2.00
12753,12/31/2014 0:00,AZ,85390-1458,Maricopa,150,3350,3500,2014,2.00,3.00
12747,6/30/2015 0:00,AZ,85246-7526,Maricopa,79,3576,3655,2015,2.00,5.00
19528,12/31/2015 0:00,AZ,85027-2140,Maricopa,1800,2000,3800,2015,1.00,5.00
11955,12/31/2015 0:00,AZ,85007-1760,Maricopa,3000,1000,4000,2015,2.00,5.00
13295,12/31/2015 0:00,AZ,85226-4561,Maricopa,3050,950,4000,2015,2.00,5.00
13090,6/30/2015 0:00,AZ,85044-6405,Maricopa,1865,2250,4115,2015,2.00,5.00
14040,6/30/2015 0:00,AZ,85006-3454,Maricopa,3325,800,4125,2015,2.00,4.00
15736,12/31/2012 0:00,AZ,85022-3025,Maricopa,0,4200,4200,2012,1.00,3.00
11561,6/30/2011 0:00,AZ,85013-2353,Maricopa,4067,200,4267,2011,2.00,5.00
15253,8/31/2015 0:00,AZ,85251-5555,Maricopa,4269,90,4359,2015,3.00,5.00
13391,6/30/2015 0:00,AZ,85280-2576,Maricopa,4000,500,4500,2015,2.00,5.00
16821,12/31/2015 0:00,AZ,85283-2366,Maricopa,4265,270,4535,2015,2.00,5.00
12987,12/31/2015 0:00,AZ,85060-5067,Maricopa,70,4570,4640,2015,3.00,5.00
13185,12/31/2015 0:00,AZ,85251-2834,Maricopa,4000,730,4730,2015,1.00,3.00
15664,6/30/2015 0:00,AZ,85254-4163,Maricopa,4850,255,5105,2015,2.00,5.00
11837,6/30/2015 0:00,AZ,85067-4235,Maricopa,4900,230,5130,2015,3.00,5.00
11865,9/30/2015 0:00,AZ,85004-1702,Maricopa,300,5000,5300,2015,3.00,4.00
18281,6/30/2014 0:00,AZ,85254-2070,Maricopa,5053,392,5445,2014,2.00,1.00
11729,6/30/2015 0:00,AZ,85201-6524,Maricopa,3500,2000,5500,2015,2.00,5.00
13382,12/31/2010 0:00,AZ,85031-3002,Maricopa,0,5600,5600,2010,1.00,2.00
15169,6/30/2015 0:00,AZ,85254-4058,Maricopa,1569,4050,5619,2015,2.00,5.00
14039,6/30/2014 0:00,AZ,85304-4150,Maricopa,4605,1195,5800,2014,2.00,5.00
12213,6/30/2015 0:00,AZ,85201-6524,Maricopa,1475,4555,6030,2015,2.00,5.00
11785,6/30/2015 0:00,AZ,85003-1406,Maricopa,5000,1566,6566,2015,4.00,5.00
17716,6/30/2014 0:00,AZ,85285-5619,Maricopa,4671,1901,6572,2014,2.00,5.00
13184,12/31/2015 0:00,AZ,85086-1490,Maricopa,6283,368,6651,2015,3.00,5.00
10694,6/30/2013 0:00,AZ,85001-1924,Maricopa,6176,598,6774,2013,3.00,5.00
11968,12/31/2015 0:00,AZ,85034-4084,Maricopa,575,6240,6815,2015,3.00,6.00
11551,12/31/2015 0:00,AZ,85013-2769,Maricopa,0,7260,7260,2015,4.00,6.00
13117,12/31/2014 0:00,AZ,85082-0121,Maricopa,2300,5000,7300,2014,2.00,4.00
11727,6/30/2012 0:00,AZ,85280-2555,Maricopa,0,7500,7500,2012,3.00,5.00
12908,7/31/2015 0:00,AZ,85205-7909,Maricopa,6681,880,7561,2015,2.00,5.00
11484,6/30/2013 0:00,AZ,85374-0105,Maricopa,3469,4310,7779,2013,3.00,5.00
16683,6/30/2015 0:00,AZ,85060-5150,Maricopa,2112,5799,7911,2015,3.00,3.00
15905,12/31/2014 0:00,AZ,85234-9603,Maricopa,8000,500,8500,2014,2.00,5.00
12883,6/30/2015 0:00,AZ,85266-5202,Maricopa,7808,829,8637,2015,3.00,5.00
12750,12/31/2014 0:00,AZ,85013-2614,Maricopa,8226,774,9000,2014,2.00,1.00
13145,6/30/2015 0:00,AZ,85211-1146,Maricopa,8600,860,9460,2015,2.00,5.00
13070,5/31/2011 0:00,AZ,85209-7205,Maricopa,0,10000,10000,2011,1.00,2.00
10690,6/30/2015 0:00,AZ,85225-4567,Maricopa,0,10000,10000,2015,2.00,5.00
10802,6/30/2011 0:00,AZ,85302-1248,Maricopa,0,10171,10171,2011,2.00,2.00
11767,6/30/2015 0:00,AZ,85002-3446,Maricopa,0,10300,10300,2015,3.00,3.00
13398,6/30/2015 0:00,AZ,85234-2407,Maricopa,8892,1418,10310,2015,3.00,5.00
11568,12/31/2012 0:00,AZ,85004-2331,Maricopa,0,11000,11000,2012,2.00,4.00
14067,12/31/2014 0:00,AZ,85048-8564,Maricopa,10000,1000,11000,2014,2.00,5.00
12927,6/30/2013 0:00,AZ,85275-0595,Maricopa,10712,1599,12311,2013,3.00,5.00
12241,6/30/2015 0:00,AZ,85004-1812,Maricopa,8500,3900,12400,2015,3.00,3.00
12859,6/30/2015 0:00,AZ,85269-8312,Maricopa,13054,1798,14852,2015,3.00,5.00
11982,6/30/2015 0:00,AZ,85034-3349,Maricopa,10750,4250,15000,2015,2.00,5.00
11496,12/31/2015 0:00,AZ,85004-1812,Maricopa,30,15000,15030,2015,1.00,2.00
15304,12/31/2012 0:00,AZ,85225-5348,Maricopa,14155,1102,15257,2012,3.00,5.00
12144,6/30/2015 0:00,AZ,85345-6508,Maricopa,13147,4246,17393,2015,4.00,5.00
14020,6/30/2015 0:00,AZ,85004-2328,Maricopa,19265,1358,20623,2015,3.00,4.00
13154,6/30/2015 0:00,AZ,85021-7232,Maricopa,20600,1500,22100,2015,2.00,5.00
16230,12/31/2015 0:00,AZ,85054-6154,Maricopa,23008,0,23008,2015,3.00,1.00
13238,6/30/2015 0:00,AZ,85377-5254,Maricopa,15650,8000,23650,2015,4.00,5.00
13854,6/30/2015 0:00,AZ,85012-1732,Maricopa,0,25000,25000,2015,2.00,4.00
13407,6/30/2015 0:00,AZ,85004-1812,Maricopa,12000,13000,25000,2015,3.00,2.00
12023,6/30/2015 0:00,AZ,85004-2013,Maricopa,20105,4939,25044,2015,4.00,5.00
11500,6/30/2015 0:00,AZ,85390-2298,Maricopa,19480,9939,29419,2015,4.00,5.00
13346,6/30/2015 0:00,AZ,85004-1919,Maricopa,12271,17450,29721,2015,3.00,5.00
13408,6/30/2015 0:00,AZ,85011-6462,Maricopa,2000,30000,32000,2015,2.00,5.00
9451,6/30/2015 0:00,AZ,85004-4064,Maricopa,34307,3068,37375,2015,5.00,5.00
18636,12/31/2015 0:00,AZ,85251-7608,Maricopa,38000,0,38000,2015,1.00,5.00
19427,12/31/2015 0:00,AZ,85331-8898,Maricopa,282,44791,45073,2015,3.00,4.00
11950,5/31/2011 0:00,AZ,85069-5035,Maricopa,0,70000,70000,2011,2.00,2.00
13181,6/30/2015 0:00,AZ,85014-2709,Maricopa,70000,800,70800,2015,4.00,5.00
11989,6/30/2015 0:00,AZ,85003-1233,Maricopa,25000,47000,72000,2015,3.00,5.00
11922,7/31/2015 0:00,AZ,85379-8144,Maricopa,3743,68351,72094,2015,3.00,6.00
11024,6/30/2015 0:00,AZ,85225-4567,Maricopa,19379,53159,72538,2015,4.00,2.00
11860,6/30/2015 0:00,AZ,85034-1513,Maricopa,44944,27701,72645,2015,5.00,5.00
12752,9/30/2015 0:00,AZ,85390-3431,Maricopa,36168,39066,75234,2015,4.00,4.00
16354,6/30/2014 0:00,AZ,85281-5613,Maricopa,0,77082,77082,2014,4.00,4.00
14045,12/31/2012 0:00,AZ,85382-4959,Maricopa,81913,4605,86518,2012,4.00,5.00
15316,12/31/2014 0:00,AZ,85259-2537,Maricopa,93513,1976,95489,2014,5.00,4.00
11846,9/30/2015 0:00,AZ,85004-1323,Maricopa,68195,28937,97132,2015,6.00,4.00
13269,9/30/2015 0:00,AZ,85284-0033,Maricopa,100000,2500,102500,2015,3.00,3.00
10700,6/30/2015 0:00,AZ,85004-2335,Maricopa,104269,0,104269,2015,4.00,5.00
11687,6/30/2015 0:00,AZ,85201-7326,Maricopa,72097,32864,104961,2015,4.00,4.00
12825,6/30/2015 0:00,AZ,85142-7750,Maricopa,78130,28265,106395,2015,3.00,5.00
11515,6/30/2015 0:00,AZ,85004-2538,Maricopa,100862,24014,124876,2015,6.00,5.00
11737,6/30/2010 0:00,AZ,85201-7325,Maricopa,81323,48675,129998,2010,4.00,4.00
12637,6/30/2015 0:00,AZ,85282-5482,Maricopa,42367,138936,181303,2015,4.00,6.00
12431,12/31/2015 0:00,AZ,85018-3015,Maricopa,191250,0,191250,2015,2.00,4.00
11117,10/31/2014 0:00,AZ,85004-1887,Maricopa,0,218501,218501,2014,3.00,6.00
11805,12/31/2015 0:00,AZ,85050-6920,Maricopa,200162,26824,226986,2015,6.00,4.00
11820,6/30/2015 0:00,AZ,85004-1640,Maricopa,66336,163841,230177,2015,6.00,4.00
16691,12/31/2015 0:00,AZ,85004-1968,Maricopa,6000,240000,246000,2015,2.00,2.00
16502,6/30/2015 0:00,AZ,85014-5220,Maricopa,0,248224,248224,2015,3.00,3.00
11811,6/30/2015 0:00,AZ,85281-5592,Maricopa,252434,6883,259317,2015,4.00,5.00
11864,6/30/2015 0:00,AZ,85251-5604,Maricopa,212000,96000,308000,2015,6.00,6.00
11814,8/31/2015 0:00,AZ,85034-1012,Maricopa,306762,18654,325416,2015,4.00,4.00
11774,9/30/2015 0:00,AZ,85008-3437,Maricopa,254004,88409,342413,2015,6.00,4.00
11699,6/30/2015 0:00,AZ,85201-7403,Maricopa,381038,32504,413542,2015,6.00,2.00
11807,6/30/2015 0:00,AZ,85004-2303,Maricopa,299435,161276,460711,2015,6.00,4.00
11474,12/31/2015 0:00,AZ,85006-2102,Maricopa,0,1280043,1280043,2015,2.00,4.00
11008,6/30/2015 0:00,AZ,85008-3431,Maricopa,806322,503895,1310217,2015,7.00,4.00
11695,12/31/2015 0:00,AZ,86405-2287,Mohave,476,250,726,2015,1.00,5.00
19260,12/31/2015 0:00,AZ,86401-4265,Mohave,0,1235,1235,2015,1.00,2.00
11899,4/30/2014 0:00,AZ,86405-3656,Mohave,911,386,1297,2014,1.00,5.00
13098,5/31/2011 0:00,AZ,86405-0143,Mohave,2397,124,2521,2011,1.00,5.00
11031,6/30/2011 0:00,AZ,86401-4191,Mohave,0,4186,4186,2011,1.00,4.00
11866,6/30/2012 0:00,AZ,86405-0314,Mohave,122,5024,5146,2012,1.00,6.00
12667,6/30/2015 0:00,AZ,85902-2042,Navajo,1152,2366,3518,2015,1.00,5.00
12841,4/30/2015 0:00,AZ,85926-0507,Navajo,6285,5094,11379,2015,2.00,4.00
12553,6/30/2015 0:00,AZ,85701-1032,Pima,0,0,0,2015,2.00,1.00
17535,12/31/2013 0:00,AZ,85715-5731,Pima,0,0,0,2013,1.00,6.00
12509,6/30/2015 0:00,AZ,85702-1882,Pima,0,0,0,2015,2.00,6.00
12045,6/30/2015 0:00,AZ,85701-1514,Pima,0,50,50,2015,3.00,6.00
13299,12/31/2015 0:00,AZ,85745-3538,Pima,0,75,75,2015,1.00,5.00
12130,6/30/2015 0:00,AZ,85713-2925,Pima,50,200,250,2015,3.00,1.00
19468,12/31/2015 0:00,AZ,85717-0712,Pima,259,5,264,2015,1.00,5.00
18082,12/31/2015 0:00,AZ,85754-7736,Pima,0,300,300,2015,1.00,5.00
13263,6/30/2014 0:00,AZ,85754-5211,Pima,220,85,305,2014,1.00,5.00
13364,6/30/2015 0:00,AZ,85750-5907,Pima,392,20,412,2015,1.00,1.00
18568,11/30/2014 0:00,AZ,85716-4517,Pima,381,31,412,2014,1.00,5.00
13357,12/31/2011 0:00,AZ,85728-4914,Pima,420,122,542,2011,1.00,5.00
12249,6/30/2015 0:00,AZ,85705-4324,Pima,500,50,550,2015,3.00,6.00
11828,6/30/2015 0:00,AZ,85715-5009,Pima,232,368,600,2015,1.00,5.00
15216,6/30/2012 0:00,AZ,85701-1805,Pima,550,145,695,2012,1.00,5.00
12557,5/31/2015 0:00,AZ,85701-2334,Pima,350,395,745,2015,2.00,3.00
15380,12/31/2014 0:00,AZ,85701-1753,Pima,700,100,800,2014,2.00,5.00
11479,9/30/2015 0:00,AZ,85701-1910,Pima,83,750,833,2015,1.00,3.00
11831,6/30/2011 0:00,AZ,85717-1885,Pima,800,50,850,2011,1.00,5.00
12103,4/30/2016 0:00,AZ,85733-4172,Pima,850,180,1030,2016,1.00,5.00
11101,12/31/2012 0:00,AZ,85748-7324,Pima,942,178,1120,2012,2.00,5.00
11683,12/31/2015 0:00,AZ,85705-8478,Pima,1150,50,1200,2015,2.00,3.00
12642,6/30/2015 0:00,AZ,85728-4939,Pima,1125,125,1250,2015,1.00,5.00
13309,6/30/2015 0:00,AZ,85702-0270,Pima,1300,0,1300,2015,2.00,5.00
13255,6/30/2015 0:00,AZ,85705-8473,Pima,70,1300,1370,2015,2.00,2.00
16716,6/30/2014 0:00,AZ,85622-0391,Pima,1528,0,1528,2014,1.00,5.00
14724,6/30/2014 0:00,AZ,85733-3633,Pima,1550,20,1570,2014,2.00,5.00
15156,8/31/2015 0:00,AZ,85745-9552,Pima,400,1200,1600,2015,1.00,5.00
17501,3/31/2014 0:00,AZ,85717-0654,Pima,1555,150,1705,2014,1.00,2.00
11700,12/31/2010 0:00,AZ,85718-6935,Pima,1800,50,1850,2010,1.00,3.00
13156,6/30/2015 0:00,AZ,85718-5913,Pima,950,900,1850,2015,1.00,5.00
15383,6/30/2015 0:00,AZ,85748-6788,Pima,852,1019,1871,2015,2.00,5.00
13252,6/30/2015 0:00,AZ,85701-2318,Pima,204,1937,2141,2015,2.00,2.00
13302,8/31/2014 0:00,AZ,85704-3325,Pima,2058,98,2156,2014,2.00,5.00
12568,6/30/2015 0:00,AZ,85749-7814,Pima,120,2228,2348,2015,1.00,5.00
19360,12/31/2015 0:00,AZ,85749-8889,Pima,50,2350,2400,2015,1.00,5.00
13335,6/30/2011 0:00,AZ,85733-4000,Pima,25,2500,2525,2011,1.00,1.00
13749,8/31/2015 0:00,AZ,85704-6444,Pima,2500,75,2575,2015,1.00,5.00
15352,12/31/2012 0:00,AZ,85701-1209,Pima,1200,1600,2800,2012,2.00,4.00
11850,6/30/2015 0:00,AZ,85733-2764,Pima,918,2021,2939,2015,1.00,5.00
11839,6/30/2012 0:00,AZ,85701-1805,Pima,2600,400,3000,2012,2.00,5.00
12540,6/30/2015 0:00,AZ,85701-1606,Pima,2750,300,3050,2015,2.00,5.00
11843,6/30/2015 0:00,AZ,85701-2553,Pima,2000,2100,4100,2015,3.00,3.00
13344,6/30/2011 0:00,AZ,85719-3107,Pima,4000,200,4200,2011,2.00,5.00
12546,6/30/2015 0:00,AZ,85739-1327,Pima,3283,1265,4548,2015,2.00,5.00
13596,12/31/2014 0:00,AZ,85701-1610,Pima,1088,3582,4670,2014,3.00,4.00
11977,6/30/2015 0:00,AZ,85719-4003,Pima,5323,484,5807,2015,3.00,5.00
11670,6/30/2012 0:00,AZ,85712-4134,Pima,30,6000,6030,2012,2.00,3.00
12673,6/30/2015 0:00,AZ,85704-3817,Pima,5638,462,6100,2015,3.00,5.00
13394,6/30/2012 0:00,AZ,85705-8367,Pima,340,6000,6340,2012,2.00,4.00
15014,9/30/2015 0:00,AZ,85718-4534,Pima,3152,3284,6436,2015,2.00,3.00
13278,9/30/2015 0:00,AZ,85701-2104,Pima,3020,3500,6520,2015,3.00,1.00
12787,6/30/2015 0:00,AZ,85712-5610,Pima,2000,4560,6560,2015,3.00,5.00
12054,6/30/2015 0:00,AZ,85716-1805,Pima,2612,4010,6622,2015,3.00,4.00
16703,5/31/2015 0:00,AZ,85717-0845,Pima,6500,575,7075,2015,3.00,6.00
13598,12/31/2014 0:00,AZ,85705-8374,Pima,5000,2500,7500,2014,3.00,2.00
13331,12/31/2012 0:00,AZ,85749-7907,Pima,2350,5200,7550,2012,1.00,5.00
11980,12/31/2011 0:00,AZ,85718-6635,Pima,3300,5300,8600,2011,2.00,1.00
12575,7/31/2015 0:00,AZ,85716-5519,Pima,7600,1500,9100,2015,3.00,5.00
12555,6/30/2015 0:00,AZ,85705-8033,Pima,7339,1799,9138,2015,3.00,5.00
12086,6/30/2015 0:00,AZ,85716-1625,Pima,31,9117,9148,2015,3.00,3.00
15289,12/31/2012 0:00,AZ,85748-7324,Pima,942,9140,10082,2012,2.00,5.00
10688,6/30/2015 0:00,AZ,85705-3650,Pima,600,9645,10245,2015,2.00,5.00
13121,6/30/2015 0:00,AZ,85718-6950,Pima,1800,10000,11800,2015,3.00,5.00
12647,12/31/2011 0:00,AZ,85726-6531,Pima,0,12000,12000,2011,2.00,5.00
13748,12/31/2011 0:00,AZ,85713-2312,Pima,250,15250,15500,2011,1.00,2.00
13402,6/30/2015 0:00,AZ,85622-1301,Pima,15000,1000,16000,2015,3.00,5.00
